,shot_x,shot_y,dut,r,c,cap,D,x,y,Voltage,Current
152,0,-4,POC22_Main_508_47,1,1,+5.72995E-11,+8.34856E-03,146,377,99.99998544229352,1.979052590892756e-10
153,0,-4,POC22_Main_508_88F,1,1,+1.22814E-10,+1.61538E-02,146,359,100.00002252503624,-1.1346844022648753e-12
154,0,-4,POC22_Main_762_77,1,1,+2.17674E-10,+2.29956E-02,146,349,99.99998544229352,1.36406618281336e-10
155,0,-4,POC22_Main_762_99F,1,1,+3.51192E-10,+3.73385E-02,146,343,100.00001325435056,2.3508592053349316e-09
156,0,0,POC22_Main_381_77F,1,1,+5.35595E-11,+2.75131E-02,146,207,1.194268932010058,9.999986739333625e-07
157,0,0,POC22_Main_508_44,1,1,+3.59927E-11,+7.76286E-03,146,227,100.00001325435056,1.191105173664847e-13
158,0,0,POC22_Main_508_47,1,1,+5.80540E-11,+1.00246E-02,146,233,99.99998544229352,-1.949651100028072e-12
159,0,0,POC22_Main_508_88F,1,1,+1.23055E-10,+2.03450E-02,146,215,17.22303417645013,1.0000940250370003e-06
160,0,0,POC22_Main_762_77,1,1,+2.26236E-10,+2.39644E-02,146,205,100.00002252503624,-5.341793255091012e-11
161,0,0,POC22_Main_762_99F,1,1,+3.70054E-10,+3.28976E-02,146,199,99.9999947129792,-8.313287214618097e-11
162,0,1,POC22_Main_381_77F,1,1,+5.39577E-11,+9.16787E-03,146,171,100.000059607779,-2.5395616097142117e-11
163,0,1,POC22_Main_508_44,1,1,+3.59574E-11,+9.13629E-03,146,191,99.99998544229352,4.25663375214898e-12
164,0,1,POC22_Main_508_47,1,1,+5.79681E-11,+9.92043E-03,146,197,99.99998544229352,1.4663131585094893e-11
165,0,1,POC22_Main_508_88F,1,1,+1.25802E-10,+2.46887E-02,146,179,100.00001325435056,6.851362338327686e-11
166,0,1,POC22_Main_762_77,1,1,+2.25297E-10,+3.49763E-02,146,169,100.00000398366488,2.5856323040359757e-09
167,0,1,POC22_Main_762_99F,1,1,+3.66421E-10,+6.14796E-02,146,163,99.99997617160784,2.910671741078449e-08
168,0,2,POC22_Main_381_77F,1,1,+5.35984E-11,+8.98556E-03,146,135,100.00001325435056,7.265741559266229e-12
169,0,2,POC22_Main_508_44,1,1,+3.57630E-11,+8.00842E-03,146,155,100.00001325435056,9.02105444675212e-12
170,0,2,POC22_Main_508_47,1,1,+5.77854E-11,+1.11883E-02,146,161,99.9999947129792,2.901908341487744e-11
171,0,2,POC22_Main_508_88F,1,1,+1.24694E-10,+3.52107E-02,146,143,100.00000398366488,2.2562039578774777e-11
172,0,2,POC22_Main_762_77,1,1,+2.22291E-10,+2.06921E-02,146,133,100.00001325435056,3.041643785280656e-10
173,0,2,POC22_Main_762_99F,1,1,+3.59327E-10,+3.47620E-02,146,127,100.00000398366488,3.2653772197143292e-09
174,0,3,POC22_Main_381_77F,1,1,+5.32143E-11,+8.25667E-03,146,99,99.9999947129792,2.2373970340828915e-11
175,0,3,POC22_Main_508_44,1,1,+3.55569E-11,+7.45481E-03,146,119,100.00001325435056,-1.1346844022648753e-12
176,0,3,POC22_Main_508_47,1,1,+5.73861E-11,+9.97179E-03,146,125,100.00001325435056,5.134290195891925e-12
177,0,3,POC22_Main_508_88F,1,1,+1.23690E-10,+2.31820E-02,146,107,99.99995763023644,-1.2669597662879345e-11
178,0,3,POC22_Main_762_77,1,1,+2.20360E-10,+1.99714E-02,146,97,100.00002252503624,3.2341639951900047e-11
179,0,3,POC22_Main_762_99F,1,1,+3.57371E-10,+2.39118E-02,146,91,100.00000398366488,1.7333087866449294e-10
180,0,4,POC22_Main_381_77F,1,1,+5.41350E-11,+7.55776E-03,146,63,99.99997617160784,-2.6962859746682138e-11
181,0,4,POC22_Main_508_44,1,1,+3.56759E-11,+7.11185E-03,146,83,100.00003179572194,2.3941213990368942e-11
182,0,4,POC22_Main_508_47,1,1,+5.73506E-11,+9.19127E-03,146,89,99.9999947129792,4.632772228040704e-12
183,0,4,POC22_Main_508_88F,1,1,+1.24999E-10,+3.14035E-02,146,71,99.99998544229352,-4.394551193311044e-12
184,0,4,POC22_Main_762_77,1,1,+2.24091E-10,+2.09754E-02,146,61,100.00003179572194,-3.12884522194105e-11
185,0,4,POC22_Main_762_99F,1,1,-1.41811E-10,+9.40154E+00,146,55,0.6524158949718668,1.0000032502848192e-06
186,1,-1,POC22_Main_381_77F,1,1,+5.37206E-11,+1.07586E-02,195,243,99.99998544229352,1.3973544379297809e-11
187,1,-1,POC22_Main_508_44,1,1,+3.58728E-11,+7.88254E-03,195,263,100.00001325435056,-1.0663525791467844e-11
188,1,-1,POC22_Main_508_47,1,1,+5.76545E-11,+9.02472E-03,195,269,99.99994835955076,3.817805530277508e-12
189,1,-1,POC22_Main_508_88F,1,1,+1.24736E-10,+2.26733E-02,195,251,100.00000398366488,1.0907388903336507e-10
190,1,-1,POC22_Main_762_77,1,1,+2.23645E-10,+2.60692E-02,195,241,99.99996690092212,4.270732676021048e-09
191,1,-1,POC22_Main_762_99F,1,1,+3.60752E-10,+5.41570E-02,195,235,100.00002252503624,5.56982657920163e-08
192,1,-2,POC22_Main_381_77F,1,1,+5.36476E-11,+1.39894E-02,195,279,100.00002252503624,4.25663375214898e-12
193,1,-2,POC22_Main_508_44,1,1,+3.57048E-11,+7.94146E-03,195,299,100.00000398366488,-1.4362220804382175e-11
194,1,-2,POC22_Main_508_47,1,1,+5.72004E-11,+1.06958E-02,195,305,100.00001325435056,-3.2855695868950526e-11
195,1,-2,POC22_Main_508_88F,1,1,+1.24433E-10,+2.18055E-02,195,287,99.99996690092212,1.027484936638017e-11
196,1,-2,POC22_Main_762_77,1,1,+2.22169E-10,+4.18689E-02,195,277,100.00000398366488,1.3517100338803895e-09
197,1,-2,POC22_Main_762_99F,1,1,+3.57926E-10,+4.73034E-02,195,271,99.99994835955076,2.803848413925824e-08
198,1,-3,POC22_Main_381_77F,1,1,+5.29877E-11,+1.38875E-02,195,315,99.9999947129792,8.206087748992231e-12
199,1,-3,POC22_Main_508_44,1,1,+3.53145E-11,+1.08639E-02,195,335,99.99997617160784,-1.4481331321735425e-12
200,1,-3,POC22_Main_508_47,1,1,+5.67124E-11,+1.05061E-02,195,341,100.00002252503624,9.340772151263724e-13
201,1,-3,POC22_Main_508_88F,1,1,+1.22636E-10,+2.47945E-02,195,323,100.00000398366488,1.572885726678039e-11
202,1,-3,POC22_Main_762_77,1,1,+2.19689E-10,+2.20856E-02,195,313,99.9999947129792,3.4058712094336465e-10
203,1,-3,POC22_Main_762_99F,1,1,+3.55053E-10,+5.13399E-02,195,307,100.00002252503624,5.3419750553544115e-09
204,1,0,POC22_Main_381_77F,1,1,+2.59229E-11,+2.02758E+01,195,207,0.6200426605525988,9.999986112436163e-07
205,1,0,POC22_Main_508_44,1,1,+3.57250E-11,+8.45500E-03,195,227,100.00000398366488,1.6418444472577473e-11
206,1,0,POC22_Main_508_47,1,1,+5.76330E-11,+1.11303E-02,195,233,100.00002252503624,9.52257241460334e-12
207,1,0,POC22_Main_508_88F,1,1,+1.24666E-10,+2.40411E-02,195,215,100.00002252503624,1.1327410201413064e-10
208,1,0,POC22_Main_762_77,1,1,+2.21750E-10,+3.42731E-02,195,205,99.99993908886506,6.113247000165882e-09
209,1,0,POC22_Main_762_99F,1,1,+3.58591E-10,+6.35636E-02,195,199,99.9999947129792,7.199716091900718e-08
210,1,1,POC22_Main_381_77F,1,1,+5.37075E-11,+1.25484E-02,195,171,99.99997617160784,1.937113150832122e-12
211,1,1,POC22_Main_508_44,1,1,+3.55306E-11,+1.01946E-02,195,191,100.00001325435056,1.3283957173500728e-11
212,1,1,POC22_Main_508_47,1,1,+5.74555E-11,+1.26022E-02,195,197,100.00003179572194,-4.450971964677928e-13
213,1,1,POC22_Main_508_88F,1,1,+1.24366E-10,+1.99354E-02,195,179,100.00004106640765,6.9265900335057e-11
214,1,1,POC22_Main_762_77,1,1,+2.22847E-10,+4.33230E-02,195,169,100.00000398366488,2.225542403117739e-09
215,1,1,POC22_Main_762_99F,1,1,+3.63479E-10,+4.95463E-02,195,163,100.00000398366488,2.362236767333129e-08
216,1,2,POC22_Main_381_77F,1,1,+5.36507E-11,+1.02649E-02,195,135,99.99997617160784,-6.149864080793624e-12
217,1,2,POC22_Main_508_44,1,1,+3.55659E-11,+9.27662E-03,195,155,100.00003179572194,-1.5678705469996592e-11
218,1,2,POC22_Main_508_47,1,1,+5.74543E-11,+1.10849E-02,195,161,99.99997617160784,1.2280921237794978e-11
219,1,2,POC22_Main_508_88F,1,1,+1.24585E-10,+1.65764E-02,195,143,100.00000398366488,1.2155541745828864e-11
220,1,2,POC22_Main_762_77,1,1,+2.22167E-10,+2.34022E-02,195,133,99.9999947129792,2.9206525755361684e-10
221,1,2,POC22_Main_762_99F,1,1,+3.61259E-10,+4.37213E-02,195,127,99.99997617160784,3.192280975899798e-09
222,1,3,POC22_Main_381_77F,1,1,+5.33491E-11,+1.09558E-02,195,99,100.00001325435056,-1.3798013090547898e-11
223,1,3,POC22_Main_508_44,1,1,+3.56690E-11,+9.64538E-03,195,119,99.99997617160784,1.7108031678377865e-11
224,1,3,POC22_Main_508_47,1,1,+5.74479E-11,+1.10348E-02,195,125,100.00001325435056,-1.956546972085348e-11
225,1,3,POC22_Main_508_88F,1,1,+1.24393E-10,+1.96179E-02,195,107,99.99998544229352,6.388085115523285e-12
226,1,3,POC22_Main_762_77,1,1,+2.21684E-10,+2.54212E-02,195,97,100.00001325435056,3.1401293762177354e-11
227,1,3,POC22_Main_762_99F,1,1,+3.59134E-10,+4.68634E-02,195,91,100.00000398366488,5.950447998826303e-10
228,2,-1,POC22_Main_381_77F,1,1,+5.35649E-11,+9.45175E-03,244,243,99.9999947129792,2.2373970340828915e-11
229,2,-1,POC22_Main_508_44,1,1,+3.56839E-11,+9.09986E-03,244,263,99.99996690092212,8.582226224877337e-12
230,2,-1,POC22_Main_508_47,1,1,+5.74906E-11,+9.67794E-03,244,269,99.9999947129792,2.801604747917169e-11
231,2,-1,POC22_Main_508_88F,1,1,+1.24577E-10,+1.54359E-02,244,251,99.99996690092212,5.6853330630702895e-11
232,2,-1,POC22_Main_762_77,1,1,+2.21909E-10,+2.86643E-02,244,241,100.00002252503624,1.056817468783005e-09
233,2,-1,POC22_Main_762_99F,1,1,+3.58037E-10,+4.04849E-02,244,235,100.00000398366488,2.05448026636032e-08
234,2,-2,POC22_Main_381_77F,1,1,+5.32311E-11,+1.17071E-02,244,279,99.9999947129792,-5.711035858922152e-12
235,2,-2,POC22_Main_508_44,1,1,+3.55117E-11,+7.47354E-03,244,299,100.00000398366488,-9.911248839687704e-12
236,2,-2,POC22_Main_508_47,1,1,+5.69728E-11,+8.56842E-03,244,305,99.99998544229352,2.0869416437271945e-11
237,2,-2,POC22_Main_508_88F,1,1,+1.23738E-10,+1.53742E-02,244,287,99.99998544229352,-1.1415802743247985e-11
238,2,-2,POC22_Main_762_77,1,1,+2.21293E-10,+2.76340E-02,244,277,99.99998544229352,5.838860250979077e-10
239,2,-2,POC22_Main_762_99F,1,1,+3.57553E-10,+3.48575E-02,244,271,100.00005033709331,8.937231987398453e-09
240,2,-3,POC22_Main_381_77F,1,1,+5.28442E-11,+9.57121E-03,244,315,100.00002252503624,2.557114738588872e-11
241,2,-3,POC22_Main_508_44,1,1,+3.52828E-11,+7.49789E-03,244,335,100.00001325435056,9.77333139852895e-12
242,2,-3,POC22_Main_508_47,1,1,+5.69396E-11,+9.37418E-03,244,341,100.00001325435056,-2.2825336511896337e-11
243,2,-3,POC22_Main_508_88F,1,1,+1.22434E-10,+1.56528E-02,244,323,99.9999947129792,1.7358790662303475e-11
244,2,-3,POC22_Main_762_77,1,1,+2.18995E-10,+2.80235E-02,244,313,100.00001325435056,2.817214494666573e-10
245,2,-3,POC22_Main_762_99F,1,1,+3.54241E-10,+5.18399E-02,244,307,100.00003179572194,3.414328056166581e-09
246,2,0,POC22_Main_381_77F,1,1,+5.36726E-11,+1.14939E-02,244,207,100.00001325435056,-1.9001262007019197e-11
247,2,0,POC22_Main_508_44,1,1,+3.56822E-11,+7.13155E-03,244,227,99.99997617160784,7.203051813286481e-12
248,2,0,POC22_Main_508_47,1,1,+5.74080E-11,+9.08675E-03,244,233,99.99998544229352,1.7484170154262968e-11
249,2,0,POC22_Main_508_88F,1,1,+1.24632E-10,+2.34987E-02,244,215,99.99998544229352,4.632772228040704e-12
250,2,0,POC22_Main_762_77,1,1,+2.22072E-10,+4.41900E-02,244,205,99.99997617160784,1.3946525098777774e-09
251,2,0,POC22_Main_762_99F,1,1,+3.59810E-10,+4.98502E-02,244,199,100.00001325435056,1.9530043745399245e-08
252,2,1,POC22_Main_381_77F,1,1,+5.34846E-11,+1.19120E-02,244,171,99.9999947129792,6.200015877577423e-12
253,2,1,POC22_Main_508_44,1,1,+3.57344E-11,+9.00759E-03,244,191,99.99998544229352,-1.5866774707939146e-11
254,2,1,POC22_Main_508_47,1,1,+5.76355E-11,+1.29401E-02,244,197,100.00001325435056,-3.767653733493709e-12
255,2,1,POC22_Main_508_88F,1,1,+1.24788E-10,+2.37395E-02,244,179,100.00001325435056,-7.585459263764599e-13
256,2,1,POC22_Main_762_77,1,1,+2.21793E-10,+3.83056E-02,244,169,100.00003179572194,5.052730836369973e-10
257,2,1,POC22_Main_762_99F,1,1,+3.62144E-10,+4.92353E-02,244,163,99.9999947129792,6.1817668925237585e-09
258,2,2,POC22_Main_381_77F,1,1,+5.36439E-11,+1.00764E-02,244,135,100.00003179572194,-2.840472390425605e-11
259,2,2,POC22_Main_508_44,1,1,+3.56540E-11,+1.00394E-02,244,155,100.00000398366488,1.2782439205646198e-11
260,2,2,POC22_Main_508_47,1,1,+5.75250E-11,+1.03422E-02,244,161,100.00002252503624,-2.1822300576190587e-11
261,2,2,POC22_Main_508_88F,1,1,+1.24710E-10,+1.73132E-02,244,143,99.99998544229352,1.654382396454028e-11
262,2,2,POC22_Main_762_77,1,1,+2.23297E-10,+3.74325E-02,244,133,100.00002252503624,1.7389508637832724e-10
263,2,2,POC22_Main_762_99F,1,1,+3.64198E-10,+7.03809E-02,244,127,99.9999947129792,1.946196895023785e-09
264,2,3,POC22_Main_381_77F,1,1,+5.37906E-11,+1.11545E-02,244,99,100.00002252503624,7.46007977183819e-13
265,2,3,POC22_Main_508_44,1,1,+3.56898E-11,+8.38796E-03,244,119,100.00000398366488,6.1373261315976736e-12
266,2,3,POC22_Main_508_47,1,1,+5.75954E-11,+1.24914E-02,244,125,100.00004106640765,-1.7872846579350645e-11
267,2,3,POC22_Main_508_88F,1,1,+1.25190E-10,+1.60960E-02,244,107,100.00003179572194,7.829949273100507e-12
268,2,3,POC22_Main_762_77,1,1,+2.24573E-10,+2.98912E-02,244,97,100.00000398366488,8.330840343493088e-11
269,2,3,POC22_Main_762_99F,1,1,+3.69130E-10,+6.98454E-02,244,91,99.9999947129792,1.0715495590886759e-09
270,3,-1,POC22_Main_381_77F,1,1,+5.29407E-11,+1.24580E-02,293,243,99.99998544229352,-1.1346844022648753e-12
271,3,-1,POC22_Main_508_44,1,1,+3.53586E-11,+8.84323E-03,293,263,99.99996690092212,3.5670465463518975e-12
272,3,-1,POC22_Main_508_47,1,1,+5.71163E-11,+9.31029E-03,293,269,100.00000398366488,-1.0663525791467844e-11
273,3,-1,POC22_Main_508_88F,1,1,+1.23335E-10,+1.41512E-02,293,251,99.9999947129792,5.2653117649937337e-11
274,3,-1,POC22_Main_762_77,1,1,+2.19398E-10,+3.40923E-02,293,241,99.9999947129792,1.5170291630084456e-10
275,3,-1,POC22_Main_762_99F,1,1,+3.54858E-10,+4.73998E-02,293,235,99.9999947129792,3.568670210773249e-09
276,3,-2,POC22_Main_381_77F,1,1,+5.30117E-11,+9.85446E-03,293,279,99.9999947129792,1.898872405782325e-11
277,3,-2,POC22_Main_508_44,1,1,+3.53347E-11,+8.40587E-03,293,299,100.00001325435056,-6.895872057937738e-14
278,3,-2,POC22_Main_508_47,1,1,+5.70366E-11,+1.07142E-02,293,305,100.00001325435056,-2.276264676591328e-11
279,3,-2,POC22_Main_508_88F,1,1,+1.23002E-10,+1.70137E-02,293,287,99.99997617160784,-5.397587129013485e-12
280,3,-2,POC22_Main_762_77,1,1,+2.19400E-10,+2.13916E-02,293,277,100.00001325435056,1.7471005307608382e-10
281,3,-2,POC22_Main_762_99F,1,1,+3.55627E-10,+3.85276E-02,293,271,99.9999947129792,2.297760990488526e-09
282,3,0,POC22_Main_381_77F,1,1,+5.28740E-11,+5.58523E-02,293,207,99.99998544229352,1.836182659800592e-11
283,3,0,POC22_Main_508_44,1,1,+3.53307E-11,+8.94312E-03,293,227,99.99998544229352,-1.4236841312419369e-11
284,3,0,POC22_Main_508_47,1,1,+5.69830E-11,+1.06182E-02,293,233,100.00005033709331,1.9998028968118703e-12
285,3,0,POC22_Main_508_88F,1,1,+1.23032E-10,+1.77253E-02,293,215,99.99998544229352,2.9645980874694773e-11
286,3,0,POC22_Main_762_77,1,1,+2.19528E-10,+4.77343E-02,293,205,99.99997617160784,2.2147660357835238e-10
287,3,0,POC22_Main_762_99F,1,1,+3.55806E-10,+3.84150E-02,293,199,100.00000398366488,2.978947770324455e-09
288,3,1,POC22_Main_381_77F,1,1,+5.30563E-11,+1.43116E-02,293,171,99.9999947129792,4.319323498132037e-12
289,3,1,POC22_Main_508_44,1,1,+3.54411E-11,+8.61475E-03,293,191,99.99997617160784,-1.6932500389627952e-11
290,3,1,POC22_Main_508_47,1,1,+5.70572E-11,+9.60177E-03,293,197,99.9999947129792,4.952489932549002e-13
291,3,1,POC22_Main_508_88F,1,1,+1.23190E-10,+1.80844E-02,293,179,99.9999947129792,-1.1346844022648753e-12
292,3,1,POC22_Main_762_77,1,1,+2.18896E-10,+6.79368E-02,293,169,99.99998544229352,1.2499708451268766e-10
293,3,1,POC22_Main_762_99F,1,1,+3.55830E-10,+3.35087E-02,293,163,100.00002252503624,1.6136904823374467e-09
294,3,2,POC22_Main_381_77F,1,1,+5.32618E-11,+1.03535E-02,293,135,99.99998544229352,2.125182388774676e-12
295,3,2,POC22_Main_508_44,1,1,+3.54565E-11,+9.25150E-03,293,155,100.00004106640765,1.9176793295765804e-11
296,3,2,POC22_Main_508_47,1,1,+5.73451E-11,+1.29295E-02,293,161,99.9999947129792,-6.149864080793624e-12
297,3,2,POC22_Main_508_88F,1,1,+1.23968E-10,+1.75737E-02,293,143,100.00000398366488,1.2343610983774726e-11
298,3,2,POC22_Main_762_77,1,1,+2.22378E-10,+2.89243E-02,293,133,99.9999947129792,1.1842093015923506e-11
299,3,2,POC22_Main_762_99F,1,1,+3.65938E-10,+3.64496E-02,293,127,99.99996690092212,1.224700608521694e-09
300,4,0,POC22_Main_381_77F,1,1,+5.24203E-11,+2.32902E-02,342,207,99.99998544229352,1.0713677588251642e-11
301,4,0,POC22_Main_508_44,1,1,+3.51219E-11,+7.48650E-03,342,227,99.99997617160784,-2.325789575916487e-12
302,4,0,POC22_Main_508_47,1,1,+5.67258E-11,+1.19291E-02,342,233,100.00002252503624,8.958364700769062e-12
303,4,0,POC22_Main_508_88F,1,1,+1.21962E-10,+1.80971E-02,342,215,99.99996690092212,1.4982849289606498e-12
304,4,0,POC22_Main_762_77,1,1,+2.17271E-10,+2.88299E-02,342,205,100.00003179572194,5.7166779360608254e-11
305,4,0,POC22_Main_762_99F,1,1,+3.53027E-10,+5.33726E-02,342,199,99.99996690092212,7.748389913578223e-10
